python-soupsieve 2.3.1-1
python-spinners 0.0.24-3
python-termcolor 1.1.0-12
python-toml 0.10.2-7.1
python-tomli 2.0.0-1
python-tqdm 4.63.0-1
python-typing_extensions 4.1.0-1
python-urllib3 1.26.8-1
python-urwid 2.1.2-3
python-wcwidth 0.2.5-6
python-webencodings 0.5.1-9
python-wheel 0.37.1-1
python-xlib 0.31-3
python-yaml 6.0-1
python-zipp 3.7.0-1
python2 2.7.18-5
qemu 6.2.0-4
qhull 2020.2-4
qmk 1.0.0-2
qpdf 10.6.3-1
qrencode 4.1.1-1
qt5-base 5.15.3+kde+r137-1
qt5-declarative 5.15.3+kde+r20-1
qt5-imageformats 5.15.3+kde+r0-1.2
qt5-multimedia 5.15.3+kde+r0-1
qt5-speech 5.15.3+kde+r1-1
qt5-styleplugins 5.0.0.20170311-28
qt5-svg 5.15.3+kde+r12-1
qt5-translations 5.15.3+kde+r2-1
qt5-wayland 5.15.3+kde+r40-1
qt5-x11extras 5.15.3+kde+r0-1
quazip-qt5 1.2-2
ragel 6.10-3.1
ranger 1.9.3-4
rapidjson 1.1.0-5
rav1e 0.4.1-2
raw-thumbnailer 0.2.1-7
re2 1:20220201-1
readline 8.1.002-1
recode 3.7.12-1
reiserfsprogs 3.6.27-3.1
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
rpcbind 1.2.6-2
rpcbind-runit 20180429-4
rsm 1.4.5-1
rsync 3.2.3-4
rsync-runit 20180226-3
rtkit 0.13-1.1
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 2.0.2-1
run-parts 5.5-1
runc 1.1.0-1
runit 2.1.2-28
runit-rc 20210122-1
rustup 1.24.3-2
s-nail 14.9.23-1
sane 1.1.1-1
sane-airscan 0.99.27-1
sc 7.16-8
sdl 1:1.2.15+r406+gf1caf909-1
sdl2 2.0.20-2
sdl2_image 2.0.5-2
seabios 1.16.0-1
sed 4.8-1.1
semver 7.3.5-2
shaderc 2022.1-2
shadow 4.11.1-1
shared-mime-info 2.0+115+gd74a913-1
slang 2.3.2-2.1
smbclient 4.15.6-1
snappy 1.1.9-2
solid 5.92.0-1
sonnet 5.92.0-1
sound-theme-freedesktop 0.8-4.1
source-highlight 3.1.9-7
speex 1.2.0-3.1
speexdsp 1.2.0-2.1
spice 0.15.0-1.1
spice-gtk 0.40-1
spirv-tools 2022.1-1
sqlcipher 4.5.0-1
sqlite 3.38.1-1
sqlmap 1.6.2-1
srt 1.4.4-1
startup-notification 0.12-7.1
steam 1.0.0.74-1
sudo 1.9.10-1
suitesparse 5.11.0-1
svt-av1 0.8.6-2
sysfsutils 2.1.1-1
syslog-ng 3.36.1-1
syslog-ng-runit 20180226-4
taglib 1.12-1
talloc 2.3.3-3
tar 1.34-1
tbb 2021.5.0-1
tcpdump 4.99.1-1
tdb 1.4.6-1
terminus-font 4.49.1-2
tevent 1:0.11.0-3
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
thunar 4.16.10-1
thunar-archive-plugin 0.4.0-3.1
thunar-media-tags-plugin 0.3.0-2.1
thunar-volman 4.16.0-1
tig 2.5.5-1
tigervnc 1.12.0-3
timeshift 21.09.1-3
tinyxml 2.6.2-8
tldr 3.1.0-1
tmux 3.2_a-1
tootle 1.0-5
tor 0.4.6.9-2.2
tor-browser 11.0.6-1
tor-runit 20180314-4
torsocks 2.3.0-2
tpm2-tss 3.2.0-1
traceroute 2.1.0-5.1
tre 0.8.0-6
tree 2.0.2-1
tree-sitter 0.20.6-1
tslib 1.22-1
ttf-droid 20121017-10
ttf-hanazono 20170904-4
ttf-inconsolata 1:3.000-3
ttf-liberation 2.1.5-1
ttf-roboto 2.138-4
ttf-roboto-mono 3.000-1
tuir 1.29.0-2
tumbler 4.16.0-3
twolame 0.4.0-2.1
tzdata 2022a-1
uchardet 0.0.7-1
udev 250.4-1
udisks2 2.9.4-1
ufw 0.36.1-1
ufw-runit 20200614-3
ungoogled-chromium 99.0.4844.74-1
unibilium 2.1.1-1
unrar 1:6.1.6-1
unzip 6.0-18
upower 0.99.17-1
usbmuxd 1.1.1-1.1
usbredir 0.12.0-1
usbutils 014-2
util-linux 2.37.4-1
util-linux-libs 2.37.4-1
v4l-utils 1.22.1-1
vala 0.54.7-1
vde2 2.3.2-20
veloren 0.11.0-1
vi 1:070224-5
vid.stab 1.1-3.1
virglrenderer 0.9.1-1
virt-install 4.0.0-1
virt-manager 4.0.0-1
virt-viewer 11.0-1
vmaf 2.3.0-1
volume_key 0.3.12-7
vte-common 0.66.2-1
vte3 0.66.2-1
vulkan-headers 1:1.3.208-1
vulkan-icd-loader 1.3.207-1
vulkan-radeon 21.3.7-2
wavpack 5.4.0-1
wayland 1.20.0-1
wayland-protocols 1.25-1
webkit2gtk 2.34.6-1
webkit2gtk-4.1 2.34.6-1
webrtc-audio-processing 0.3.1-3
wget 1.21.2-1
which 2.21-5.1
wireless-regdb 2022.02.18-1
wireless_tools 30.pre9-3.1
wmctrl 1.07-6
woff2 1.0.2-3.1
wordgrinder 0.8-1
wpa_supplicant 2:2.10-3
wpa_supplicant-runit 20180429-3
wpebackend-fdo 1.12.0-1
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapp 2.2.8-1.1
xbanish 1.7-1
xcb-proto 1.14.1-5
xcb-util 0.4.0-3.1
xcb-util-image 0.4.0-3.1
xcb-util-keysyms 0.4.0-3.1
xcb-util-renderutil 0.3.9-3.1
xcb-util-wm 0.4.1-3.1
xclip 0.13-3.1
xcursor-premium 0.3-10
xdg-dbus-proxy 0.1.3-1
xdg-user-dirs 0.17-3.2
xdg-utils 1.1.3+19+g9816ebb-1.1
xf86-input-libinput 1.2.1-1
xf86-input-vmmouse 13.1.0-6
xf86-video-amdgpu 22.0.0-1
xf86-video-ati 1:19.1.0.r9.g5eba006e-2
xf86-video-dummy 0.3.8-5
xf86-video-fbdev 0.5.0-3
xf86-video-intel 1:2.99.917+916+g31486f40-2
xf86-video-nouveau 1.0.17-2
xf86-video-openchrome 0.6.0.r754.g15c868a-1
xf86-video-sisusb 0.9.7-4
xf86-video-vesa 2.5.0-2
xf86-video-vmware 13.3.0-3
xf86-video-voodoo 1.2.5-12
xfce4-appfinder 4.16.1-2
xfce4-artwork 0.1.1a_git20110420-6.1
xfce4-battery-plugin 1.1.4-1
xfce4-clipman-plugin 1.6.2-1
xfce4-cpufreq-plugin 1.2.7-1
xfce4-cpugraph-plugin 1.2.6-1
xfce4-datetime-plugin 0.8.1-1
xfce4-dev-tools 4.16.0-1
xfce4-dict 0.8.4-1
xfce4-diskperf-plugin 2.7.0-1
xfce4-eyes-plugin 4.5.1-1
xfce4-fsguard-plugin 1.1.2-1
xfce4-genmon-plugin 4.1.1-1
xfce4-mailwatch-plugin 1.3.0-1
xfce4-mount-plugin 1.1.5-1
xfce4-mpc-plugin 0.5.2-2.1
xfce4-netload-plugin 1.4.0-1
xfce4-notifyd 0.6.3-1
xfce4-panel 4.16.3-3
xfce4-power-manager 4.16.0-3
xfce4-pulseaudio-plugin 0.4.3-1.1
xfce4-screensaver 4.16.0-1
xfce4-screenshooter 1.9.10-1
xfce4-session 4.16.0-2
xfce4-settings 4.16.2-1
xfce4-smartbookmark-plugin 0.5.2-1
xfce4-systemload-plugin 1.3.1-1
xfce4-terminal 0.8.10-2
xfce4-time-out-plugin 1.1.2-1
xfce4-verve-plugin 2.0.1-1
xfce4-wavelan-plugin 0.6.2-1
xfce4-weather-plugin 0.11.0-1
xfce4-whiskermenu-plugin 2.7.1-1
xfce4-xkb-plugin 0.8.2-1
xfconf 4.16.0-2
xfdesktop 4.16.0-2
xfsprogs 5.14.2-1
xfwm4 4.16.1-3
xfwm4-themes 4.10.0-4.1
xkeyboard-config 2.35.1-1
xorg-fonts-encodings 1.0.5-2.1
xorg-iceauth 1.0.8-2.1
xorg-server 21.1.3-6
xorg-server-common 21.1.3-6
xorg-setxkbmap 1.3.2-2.1
xorg-xauth 1.1.1-1
xorg-xdpyinfo 1.3.2-4
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.5-1
xorg-xmodmap 1.0.10-2.1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2.1
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-2.1
xorg-xsetroot 1.1.2-2.1
xorgproto 2021.5-1
xvidcore 1.3.7-2.1
xxhash 0.8.1-2
xz 5.2.5-2
yajl 2.1.0-5
yaml-cpp 0.7.0-2
yelp-tools 41.0-1
yelp-xsl 41.1-1
youtube-dl 2021.12.17-1
yt-dlp 2022.03.08.1-1
ytfzf 2.1-1
yubico-c 1.13-6
yubico-c-client 2.15-5
yubikey-personalization 1.20.0-3
zenity 3.41.0-1
zeromq 4.3.4-2
zimg 3.0.3-2
zip 3.0-9.2
zita-alsa-pcmi 0.4.0-1
zita-resampler 1.8.0-1
zlib 1:1.2.11-5
zsh 5.8.1-1
zstd 1.5.2-3
